rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Dedicated workspace,Pool,TV,Elevator,Refrigerator,Microwave,Long term stays allowed,Exterior security cameras on property,Carbon monoxide alarm,Guest favorite,Kitchen,Fast wifi – 265 Mbps,Hot tub,Paid washer – In building,Smoking allowed,City skyline view,Pets allowed,43 inch HDTV,Free washer – In unit,Mabe refrigerator,Free parking on premises,50 inch TV,Washer – In unit,Sauna,Smoke alarm,Superhost,Free parking garage on premises – 1 space,Shared outdoor pool - open specific hours,Shared sauna,Washer,Free parking on premises – 1 space,Shared pool - open specific hours,HDTV,Hair dryer,Mountain view,Park view,Shared outdoor pool - available seasonally, open specific hours, rooftop,Shared outdoor pool - available all year, open specific hours,42 inch TV with Netflix, premium cable,Private hot tub,Private patio or balcony,Private backyard – Not fully fenced,Indoor fireplace: wood-burning,Free carport on premises – 1 space,55 inch HDTV,High chair,Paid parking lot off premises,Free driveway parking on premises – 1 space,32 inch HDTV,Garden view,Dryer,Luggage dropoff allowed,Free street parking,Shared hot tub,HDTV with standard cable,Valley view,Fast wifi – 305 Mbps,Shared pool - available all year, open specific hours,Free residential garage on premises – 1 space,32 inch TV with Fire TV,Shared patio or balcony,32 inch TV with standard cable, Disney+, Netflix, Roku,Free dryer – In unit,Patio or balcony,Shared indoor pool - available all year, open specific hours, rooftop,50 inch HDTV with Netflix,Shared pool,22 inch HDTV,Courtyard view,Free driveway parking on premises,HDTV with standard cable, premium cable,Fast wifi – 197 Mbps,Shared outdoor pool - available all year, open specific hours, pool toys, rooftop,46 inch HDTV with Netflix,Paid washer – In unit
11,430,230,0,200,0,0,0,0,0,775357470102484537,Apartment in Armenia,01/18/25 - 01/21/25,72,6,2,4.88,4.88 (83),12,https://www.airbnb.com/rooms/775357470102484537?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,15,3,45,0.625,17,10,27,0.375,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,420,165,0,255,0,0,0,0,0,1283446439727349259,Apartment in Armenia,01/18/25 - 01/21/25,100,19,16,5,5.0 (10),1,https://www.airbnb.com/rooms/1283446439727349259?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,29,3,86,0.86,0,14,14,0.14,5 beds,true,true,true,true,,true,,,,,false,true,true,,,,,,true,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,415,185,0,230,0,0,0,0,0,1014707094571229052,Apartment in Armenia,01/18/25 - 01/21/25,91,15,13,4.94,4.94 (72),6,https://www.airbnb.com/rooms/1014707094571229052?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,26,3,78,0.8571428571428571,0,13,13,0.14285714285714285,4 beds,true,true,,,,true,true,,,,,true,true,,,,,,true,,true,,,,,,,,,,,,,,,,true,,,,,,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,415,210,0,205,0,0,0,0,0,589804478014135724,Apartment in Armenia,01/18/25 - 01/21/25,83,10,5,4.89,4.89 (145),11,https://www.airbnb.com/rooms/589804478014135724?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,18,3,54,0.6506024096385542,17,12,29,0.3493975903614458,,true,true,true,,,true,,,,,false,true,true,,,,,true,,,true,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,
15,410,240,0,170,0,0,0,0,0,1239922709858109297,Apartment in Armenia,01/18/25 - 01/21/25,66,4,6,4.8,4.8 (25),18,https://www.airbnb.com/rooms/1239922709858109297?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,19,3,57,0.8636363636363636,0,9,9,0.13636363636363635,,true,true,true,,true,true,,,true,,false,true,true,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,
16,405,220,0,185,0,0,0,0,0,1085561745774282895,Loft in Armenia,01/18/25 - 01/21/25,80,8,10,4.84,4.84 (44),15,https://www.airbnb.com/rooms/1085561745774282895?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,23,3,69,0.8625,0,11,11,0.1375,,true,true,,,,true,,,,,false,true,true,,,,,,true,,,,true,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,
17,400,145,0,255,0,0,0,0,0,1249462392252440019,Apartment in Armenia,01/18/25 - 01/21/25,111,23,22,5,5.0 (26),1,https://www.airbnb.com/rooms/1249462392252440019?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,114,1.027027027027027,0,0,0,0,,true,true,true,true,true,,,,,,false,true,true,,,,,,true,,,,true,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,400,175,0,225,0,0,0,0,0,852013331438878708,Apartment in Armenia,01/18/25 - 01/21/25,94,17,11,4.93,4.93 (55),7,https://www.airbnb.com/rooms/852013331438878708?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,24,3,72,0.7659574468085106,9,13,22,0.23404255319148937,,true,true,,,true,,,,true,,false,true,true,,,,,,,,true,,,,,,false,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,400,240,0,160,0,0,0,0,0,1013311856488554248,Apartment in Armenia,01/18/25 - 01/21/25,66,4,3,4.78,4.78 (27),20,https://www.airbnb.com/rooms/1013311856488554248?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,16,3,48,0.7272727272727273,9,9,18,0.2727272727272727,2 beds,,true,,,true,true,,,,,false,,true,,,,,true,,,true,,true,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,
20,395,140,0,255,0,0,0,0,0,1310560174235100153,Apartment in Armenia,01/18/25 - 01/21/25,112,24,19,5,5.0 (4),1,https://www.airbnb.com/rooms/1310560174235100153?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,96,0.8571428571428571,0,16,16,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,375,135,0,240,0,0,0,0,0,892937620300414283,Apartment in Armenia,01/18/25 - 01/21/25,116,25,18,4.96,4.96 (24),4,https://www.airbnb.com/rooms/892937620300414283?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,31,3,92,0.7931034482758621,10,14,24,0.20689655172413793,1 bed,true,true,,,true,true,,,,,false,true,true,,,,,,,,true,,true,,,,false,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,375,150,0,225,0,0,0,0,0,828489020047388488,Apartment in Armenia,01/18/25 - 01/21/25,107,22,14,4.93,4.93 (80),7,https://www.airbnb.com/rooms/828489020047388488?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,27,3,81,0.7570093457943925,11,15,26,0.24299065420560748,,true,true,,true,true,true,,,,,false,true,true,,true,,,,,,,,true,,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,375,150,0,225,0,0,0,0,0,1005262777889017217,Condo in Armenia,01/18/25 - 01/21/25,107,22,15,4.93,4.93 (44),7,https://www.airbnb.com/rooms/1005262777889017217?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,28,3,85,0.794392523364486,7,15,22,0.205607476635514,,true,true,true,,,true,,,,,false,true,true,,,,,,,,true,,,,,,,,,,,,,,,,true,,,true,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,
24,375,235,0,140,0,0,0,0,0,655277739513997788,Apartment in Armenia,01/18/25 - 01/21/25,71,5,4,4.68,4.68 (99),24,https://www.airbnb.com/rooms/655277739513997788?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,17,3,50,0.704225352112676,11,10,21,0.29577464788732394,,,,true,,,true,,,,true,,,,,,,,,true,,,,true,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true
25,370,115,0,255,0,0,0,0,0,1203697188300143066,Home in Armenia,01/18/25 - 01/21/25,128,29,22,5,5.0 (17),1,https://www.airbnb.com/rooms/1203697188300143066?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,110,0.859375,0,18,18,0.140625,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,365,130,0,235,0,0,0,0,0,1126003372238643360,Apartment in Armenia,01/18/25 - 01/21/25,118,26,17,4.95,4.95 (43),5,https://www.airbnb.com/rooms/1126003372238643360?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,30,3,90,0.7627118644067796,11,17,28,0.23728813559322035,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,360,105,0,255,0,0,0,0,0,1102467766064063862,Loft in Armenia,01/18/25 - 01/21/25,133,31,20,5,5.0 (18),1,https://www.airbnb.com/rooms/1102467766064063862?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,103,0.7744360902255639,11,19,30,0.22556390977443608,,true,true,true,,true,true,,,,true,false,true,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,360,155,0,205,0,0,0,0,0,1283430206810839113,Apartment in Armenia,01/18/25 - 01/21/25,105,21,15,4.89,4.89 (9),11,https://www.airbnb.com/rooms/1283430206810839113?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,28,3,83,0.7904761904761904,7,15,22,0.20952380952380953,,true,true,true,,,,,true,true,,false,true,,,,,,,,,,,,,,,false,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,360,205,0,155,0,0,0,0,0,48270605,Apartment in Armenia,01/18/25 - 01/21/25,85,11,13,4.77,4.77 (101),21,https://www.airbnb.com/rooms/48270605?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,26,3,79,0.9294117647058824,6,0,6,0.07058823529411765,,true,true,true,,,true,,,,,,true,true,,,,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,true,true,true,,,,
30,355,125,0,230,0,0,0,0,0,1147861189543321361,Apartment in Armenia,01/18/25 - 01/21/25,120,27,20,4.94,4.94 (17),6,https://www.airbnb.com/rooms/1147861189543321361?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,103,0.8583333333333333,0,17,17,0.14166666666666666,2 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,355,195,0,160,0,0,0,0,0,942662166596168406,Apartment in Armenia,01/18/25 - 01/21/25,88,13,14,4.78,4.78 (108),20,https://www.airbnb.com/rooms/942662166596168406?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,27,3,81,0.9204545454545454,7,0,7,0.07954545454545454,2 beds,true,true,true,,,true,,,,,false,true,true,,,,,,true,,true,,true,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,
32,350,95,0,255,0,0,0,0,0,1229932417936289372,Apartment in Armenia,01/18/25 - 01/21/25,141,33,22,5,5.0 (19),1,https://www.airbnb.com/rooms/1229932417936289372?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,110,0.7801418439716312,11,20,31,0.2198581560283688,,true,true,,true,true,true,,,,true,false,true,true,,true,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,350,120,0,230,0,0,0,0,0,1262215862642451319,Apartment in Armenia,01/18/25 - 01/21/25,121,28,19,4.94,4.94 (17),6,https://www.airbnb.com/rooms/1262215862642451319?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,96,0.7933884297520661,8,17,25,0.2066115702479339,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,350,125,0,225,0,0,0,0,0,1005641412492602738,Apartment in Armenia,01/18/25 - 01/21/25,120,27,20,4.93,4.93 (30),7,https://www.airbnb.com/rooms/1005641412492602738?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,103,0.8583333333333333,0,17,17,0.14166666666666666,,true,true,true,true,true,true,,,,,false,true,true,,,,,,,,,,true,,,,,,,,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,350,140,0,210,0,0,0,0,0,1173470790373989819,Loft in Armenia,01/18/25 - 01/21/25,112,24,19,4.9,4.9 (10),10,https://www.airbnb.com/rooms/1173470790373989819?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,96,0.8571428571428571,0,16,16,0.14285714285714285,,true,true,,,true,true,,,,true,false,true,true,,,,,,,,,,,,,,false,,,,,true,,,,,,,,,,,true,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,
36,350,160,0,190,0,0,0,0,0,51990141,Apartment in Armenia,01/18/25 - 01/21/25,104,20,15,4.85,4.85 (130),14,https://www.airbnb.com/rooms/51990141?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,28,3,83,0.7980769230769231,6,15,21,0.20192307692307693,,true,true,,,,true,,,,,false,true,true,,,,,,true,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,true,,,,,true,true,true,,,,,,,,,,,,,,
37,345,110,0,235,0,0,0,0,0,1074847466698314537,Condo in Armenia,01/18/25 - 01/21/25,129,30,19,4.95,4.95 (21),5,https://www.airbnb.com/rooms/1074847466698314537?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,95,0.7364341085271318,16,18,34,0.26356589147286824,,true,true,true,,,,,,,true,,true,true,,,,,true,true,,,,,,,,,,true,,true,,,,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,345,200,0,145,0,0,0,0,0,859206236620514563,Apartment in Armenia,01/18/25 - 01/21/25,86,12,12,4.7,4.7 (27),23,https://www.airbnb.com/rooms/859206236620514563?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,25,3,74,0.8604651162790697,0,12,12,0.13953488372093023,1 bed,,true,true,,true,,true,,,,,,true,,,,,,,,,,,,,,false,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,335,100,0,235,0,0,0,0,0,1188652188886011817,Apartment in Armenia,01/18/25 - 01/21/25,134,32,21,4.95,4.95 (20),5,https://www.airbnb.com/rooms/1188652188886011817?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,36,3,107,0.7985074626865671,8,19,27,0.20149253731343283,2 double beds,true,true,true,,,,,,,,false,true,true,,,,,,true,,true,,,,,,,,,,,,true,,,,true,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,330,75,0,255,0,0,0,0,0,47424282,Loft in Armenia,01/18/25 - 01/21/25,178,37,25,5,5.0 (15),1,https://www.airbnb.com/rooms/47424282?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,47,3,142,0.797752808988764,11,25,36,0.20224719101123595,2 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,330,170,0,160,0,0,0,0,0,695629434207769428,Apartment in Armenia,01/18/25 - 01/21/25,98,18,9,4.78,4.78 (120),20,https://www.airbnb.com/rooms/695629434207769428?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,22,3,89,0.9081632653061225,17,14,31,0.3163265306122449,4 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,305,125,0,180,0,0,0,0,0,1302625691430455737,Apartment in Armenia,01/18/25 - 01/21/25,120,27,20,4.83,4.83 (6),16,https://www.airbnb.com/rooms/1302625691430455737?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,103,0.8583333333333333,0,17,17,0.14166666666666666,,,true,true,,true,,,,,true,,,true,,true,,,true,,,,,true,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,305,140,0,165,0,0,0,0,0,1052803585167474175,Condo in Armenia,01/18/25 - 01/21/25,112,24,19,4.79,4.79 (118),19,https://www.airbnb.com/rooms/1052803585167474175?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,96,0.8571428571428571,0,16,16,0.14285714285714285,,,true,true,,,true,,,,,false,,true,,,,,,true,,,,true,,,,,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,
44,300,65,0,235,0,0,0,0,0,733222787161280760,Cabin in La Tebaida,01/18/25 - 01/21/25,210,39,28,4.95,4.95 (78),5,https://www.airbnb.com/rooms/733222787161280760?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,60,3,200,0.9523809523809523,0,30,30,0.14285714285714285,,true,true,,,,,,,,,false,true,true,,,,,,,,,,true,,,,false,,,,,,,,,,true,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,290,60,0,230,0,0,0,0,0,35723082,Apartment in Armenia,01/18/25 - 01/21/25,271,40,29,4.94,4.94 (140),6,https://www.airbnb.com/rooms/35723082?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,72,3,217,0.8007380073800738,16,38,54,0.1992619926199262,5 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,285,85,0,200,0,0,0,0,0,1057164117645223997,Apartment in Armenia,01/18/25 - 01/21/25,150,35,23,4.88,4.88 (17),12,https://www.airbnb.com/rooms/1057164117645223997?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,38,3,114,0.76,15,21,36,0.24,,true,true,true,true,true,true,,,,,false,true,true,,true,,,,,,,,true,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,285,90,0,195,0,0,0,0,0,778993393669858369,Apartment in Armenia,01/18/25 - 01/21/25,144,34,24,4.87,4.87 (134),13,https://www.airbnb.com/rooms/778993393669858369?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,43,3,129,0.8958333333333334,15,0,15,0.10416666666666667,6 beds,true,,true,,,,,,,true,false,true,true,,,,,,,,,,true,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,true,,true,true,true,,,,,,,,,,,,,,,,,
48,275,55,0,220,0,0,0,0,0,3993887,Farm stay in Armenia,01/18/25 - 01/21/25,306,41,30,4.92,4.92 (364),8,https://www.airbnb.com/rooms/3993887?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,86,3,258,0.8431372549019608,10,38,48,0.1568627450980392,,true,true,,,,,,,,,false,true,,,,,,,,,,,true,,,,false,,,,,true,,,,,true,,,,,,true,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,
49,255,80,0,175,0,0,0,0,0,38665009,Apartment in Armenia,01/18/25 - 01/21/25,176,36,26,4.82,4.82 (122),17,https://www.airbnb.com/rooms/38665009?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,48,3,143,0.8125,8,25,33,0.1875,3 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,255,105,0,150,0,0,0,0,0,1176925831472430167,Apartment in Armenia,01/18/25 - 01/21/25,133,31,20,4.71,4.71 (24),22,https://www.airbnb.com/rooms/1176925831472430167?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,34,3,103,0.7744360902255639,11,19,30,0.22556390977443608,3 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
