rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Wifi,Dedicated workspace,TV,Air conditioning,Shared patio or balcony,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Kitchen,Elevator,Hair dryer,Refrigerator,Smoke alarm,Guest favorite,Pets allowed,Washer,Dryer,43 inch HDTV with standard cable,High chair,50 inch TV with Netflix, HBO Max, standard cable,Free washer – In unit,Free dryer – In unit,Free parking on premises,Long term stays allowed,Paid parking off premises,City skyline view,Patio or balcony,Challenger refrigerator,Paid parking lot off premises,Free street parking,Fast wifi – 51 Mbps,50 inch HDTV with standard cable,Samsung refrigerator,Backyard,Lg refrigerator,Private patio or balcony,Luggage dropoff allowed,Mountain view,Fast wifi – 311 Mbps,55 inch TV with HBO Max, standard cable,Paid dryer,Paid washer – In building,Paid dryer – In building,42 inch HDTV,Paid washer – In unit,Free parking garage on premises – 1 space,Fast wifi – 230 Mbps,Crib,Fast wifi – 78 Mbps,50 inch HDTV,Indoor fireplace,Free washer – In building,Free dryer – In building,Courtyard view,32 inch TV with Netflix,Fast wifi – 133 Mbps,HDTV,Free parking garage on premises,HDTV with HBO Max, Roku,Fast wifi – 431 Mbps,HDTV with standard cable,Free carport on premises,Fast wifi – 314 Mbps,HDTV with Netflix,Washer – In unit,Shared pool,Shared hot tub,Shared sauna,Garden view,Fast wifi – 50 Mbps,TV with Netflix, standard cable, Roku,Fire pit,Smoking allowed,65 inch HDTV,Free washer,Bathtub,Indoor fireplace: gas,Wifi – 40 Mbps,HDTV with Amazon Prime Video, Netflix, standard cable,Fast wifi – 251 Mbps,Free residential garage on premises – 1 space,50 inch HDTV with Netflix,Fast wifi – 239 Mbps,HDTV with Netflix, Roku, HBO Max,Free carport on premises – 1 space,50 inch TV,43 inch HDTV with Netflix, Roku,Alexa sound system,52 inch HDTV with standard cable,HDTV with premium cable,Fast wifi – 269 Mbps,Free residential garage on premises – 2 spaces,Park view,Fast wifi – 244 Mbps,50 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, standard cable,TV with standard cable,Washer – In building,43 inch HDTV with Netflix,32 inch HDTV with premium cable,43 inch HDTV,Paid parking garage on premises,Shared indoor pool - available all year, open specific hours, heated,Resort view,45 inch HDTV with Amazon Prime Video, Disney+, Netflix, Roku,Dryer – In building,Hot tub,Fast wifi – 493 Mbps,Shared indoor pool - heated,47 inch HDTV with Amazon Prime Video, HBO Max, premium cable, standard cable,TV with Netflix, Roku, Amazon Prime Video,Fast wifi – 276 Mbps,60 inch HDTV with Netflix, HBO Max, Amazon Prime Video, Disney+, standard cable,Wifi – 34 Mbps,Paid parking on premises,50 inch HDTV with Amazon Prime Video, Netflix,HDTV with standard cable, Netflix,Shared indoor pool - available all year, heated, infinity, lap pool,55 inch HDTV with Netflix, standard cable,52 inch HDTV with Netflix, standard cable,Free parking on premises – 1 space,Shared indoor pool - available all year, open specific hours, heated, infinity, rooftop,43 inch HDTV with Amazon Prime Video, Apple TV, premium cable,Free dryer,Fast wifi – 352 Mbps,TV with Netflix,Shared backyard,Private backyard – Fully fenced,Children’s books and toys,Fast wifi – 262 Mbps,Shared indoor pool - open specific hours, heated, pool cover,32 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix,Fast wifi – 164 Mbps,32 inch HDTV with standard cable,40 inch HDTV with DVD player,Shared backyard – Fully fenced,Free residential garage on premises,TV with Disney+, HBO Max, standard cable,Gym in building,HDTV with Amazon Prime Video, Netflix,Fast wifi – 318 Mbps,Shared backyard – Not fully fenced,Shared indoor pool - available seasonally, open specific hours, infinity, lap pool, rooftop,42 inch TV,Fast wifi – 204 Mbps,Shared indoor pool - available all year, heated, lap pool, rooftop,Pool,HDTV with Roku,42 inch HDTV with Netflix,Mabe refrigerator,55 inch HDTV with premium cable,Wifi – 43 Mbps,Fast wifi – 108 Mbps,42 inch HDTV with Netflix, premium cable, standard cable,32 inch HDTV with Netflix,Paid washer,Fast wifi – 277 Mbps,Private indoor pool - available all year, open specific hours, heated, infinity, lap pool, pool cover, rooftop,HDTV with Fire TV, Netflix, standard cable,Dryer – In unit,45 inch HDTV,35 inch HDTV,Lake view,Gym,Fast wifi – 216 Mbps,55 inch HDTV with premium cable, Amazon Prime Video, Apple TV,Indoor fireplace: electric,Fast wifi – 223 Mbps,50 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, premium cable,Free driveway parking on premises – 1 space,40 inch HDTV with Amazon Prime Video,Fast wifi – 187 Mbps,60 inch HDTV with Amazon Prime Video,Shared pool - available all year,60 inch HDTV,TV with Netflix, Roku,Sauna,Fast wifi – 241 Mbps,40 inch TV with Roku,Shared outdoor pool - available seasonally, open specific hours, heated,Fast wifi – 256 Mbps,Private backyard – Not fully fenced,Fast wifi – 102 Mbps,Fast wifi – 199 Mbps,43 inch HDTV with HBO Max, Netflix,43 inch TV with Netflix, standard cable,Fast wifi – 96 Mbps,42 inch HDTV with Chromecast,43 inch TV,EV charger,35 inch TV,Shared gym in building,TV with Roku,Shared indoor pool - available all year, open specific hours, heated, lap pool,TV with premium cable,40 inch HDTV,Shared hot tub - available all year, open specific hours,Sound system
55,2405,1110,0,1295,0,0,0,0,0,1242044824230113414,Apartment in Chapinero,01/18/25 - 01/21/25,103,38,12,5,5.0 (4),1,https://www.airbnb.com/rooms/1242044824230113414?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,78,0.7572815533980582,25,0,25,0.24271844660194175,,true,true,true,,,true,,,,,true,true,true,,,,,,,,,,,,,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2400,1105,0,1295,0,0,0,0,0,1137612406350936685,Loft in Bogotá,01/18/25 - 01/21/25,104,39,16,5,5.0 (27),1,https://www.airbnb.com/rooms/1137612406350936685?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,105,1.0096153846153846,0,13,13,0.125,,,true,,,,,true,false,,true,,true,true,,,true,,,,,,,true,true,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2400,1105,0,1295,0,0,0,0,0,1276944010125059100,Apartment in Chapinero,01/18/25 - 01/21/25,104,39,13,5,5.0 (11),1,https://www.airbnb.com/rooms/1276944010125059100?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,81,0.7788461538461539,8,15,23,0.22115384615384615,1 double bed,true,true,true,,,,true,false,,true,true,,,,,true,true,true,,,,,,,true,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2390,1095,0,1295,0,0,0,0,0,1273411328703999333,Apartment in Santa Bárbara,01/18/25 - 01/21/25,106,41,12,5,5.0 (6),1,https://www.airbnb.com/rooms/1273411328703999333?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,77,0.7264150943396226,14,15,29,0.27358490566037735,1 bed,true,,true,,,,,false,,true,true,,,,false,true,true,true,true,,,,,,true,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2390,1095,0,1295,0,0,0,0,0,1213920604094751970,Apartment in Engativá,01/18/25 - 01/21/25,106,41,12,5,5.0 (9),1,https://www.airbnb.com/rooms/1213920604094751970?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,78,0.7358490566037735,13,15,28,0.2641509433962264,1 double bed,true,,true,,,,,false,,true,true,true,true,,,true,,true,,,,,,true,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2385,1090,0,1295,0,0,0,0,0,1218393005043760582,Apartment in Bogotá,01/18/25 - 01/21/25,107,42,14,5,5.0 (21),1,https://www.airbnb.com/rooms/1218393005043760582?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.7757009345794392,9,15,24,0.22429906542056074,,true,true,true,,,,,false,,true,,,true,,,true,true,true,,,,,,true,true,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2380,1085,0,1295,0,0,0,0,0,1172481815397230720,Loft in Teusaquillo,01/18/25 - 01/21/25,109,43,17,5,5.0 (20),1,https://www.airbnb.com/rooms/1172481815397230720?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,94,0.8623853211009175,0,15,15,0.13761467889908258,,true,true,true,,,,,false,,true,true,true,true,true,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2380,1085,0,1295,0,0,0,0,0,861808340395652487,Apartment in Bogotá,01/18/25 - 01/21/25,109,43,11,5,5.0 (43),1,https://www.airbnb.com/rooms/861808340395652487?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,76,0.6972477064220184,18,15,33,0.30275229357798167,,,true,,,,,,false,,true,true,true,,,false,true,true,,,,,,true,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2375,1080,0,1295,0,0,0,0,0,1267686823440414168,Apartment in Bogotá,01/18/25 - 01/21/25,112,44,18,5,5.0 (6),1,https://www.airbnb.com/rooms/1267686823440414168?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,96,0.8571428571428571,0,16,16,0.14285714285714285,,true,true,true,,,,true,false,,true,,true,,,false,true,,true,,,,,,,true,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2365,1070,0,1295,0,0,0,0,0,1090062169141440972,Loft in Santa Fé,01/18/25 - 01/21/25,114,46,13,5,5.0 (30),1,https://www.airbnb.com/rooms/1090062169141440972?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,93,0.8157894736842105,18,16,34,0.2982456140350877,,true,true,true,,true,,,false,,true,true,true,true,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2360,1065,0,1295,0,0,0,0,0,1129622576155870098,Loft in Santa Bárbara,01/18/25 - 01/21/25,115,47,13,5,5.0 (16),1,https://www.airbnb.com/rooms/1129622576155870098?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,80,0.6956521739130435,19,16,35,0.30434782608695654,2 beds,true,true,true,,,,true,false,,true,true,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2345,1050,0,1295,0,0,0,0,0,1061469465426550765,Apartment in Suba,01/18/25 - 01/21/25,120,50,21,5,5.0 (20),1,https://www.airbnb.com/rooms/1061469465426550765?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.875,0,15,15,0.125,,true,true,,,,,true,false,,true,true,true,,,false,true,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
